game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_ALL;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
NEW X BHA 2017-12-30;204 (83%);192 (74%);396 (78%);127 (70%);165 (72%);292 (71%);13;18;31;14;14;28;58%;52%;55%;42%;48%;45%;;;;;;;;;;;;;1;1;2;1;3;4;;;;;;;5;1;6;0;3;3;;;;;;;;;;;;;;;;;;;30;34;64;30;32;62;10;11;0;2;2;1;2;3;;;;;;;;;;;;;;;;;;;2;0;2;0;1;1;246;259;505;182;229;411;159;177;;;;;;;3;3;6;0;4;4;3;2;5;2;3;5;1;2;3;0;2;2;2;2;4;3;4;7;;;;;;;5;5;10;3;8;11;0;2;2;0;2;2;0;2017-12-30;0;-9;-18;-9;-3;2;2;-44;-31;-30;-20;4;-39;-23;-16;-11;-4;-4;-41;-30;-30;-25;4;-18;-12;-65;-43;-30;-15;-7;1;6;5;6;4;-6;-2;-56;-33;-19;0.0;51;30;41;73;6;52;31;12;-12;-76;-9;-40;-32;-17;6;7;-1;2;2;47;32;24;11;-13;-11;-77;3;-51;36;5;5;15;11;7;18;14;8;-16;4;2;1;1;1;1;1;1;1;1.0;-10;5.0;5.0;0;13:00:00;0;BHA;NEW
WAT X SWA 2017-12-30;233 (86%);163 (79%);396 (83%);284 (86%);128 (75%);412 (82%);7;9;16;14;14;28;46%;55%;49%;54%;45%;51%;0;0;0;0;1;1;0;2;2;1;1;2;1;0;1;0;1;1;;;;;;;1;7;8;0;1;1;;;;;;;;;;;;;;;;;;;26;35;61;32;38;70;13;14;2;1;3;0;2;2;1;0;1;0;0;0;;;;;;;;;;;;;1;1;2;1;2;3;272;206;478;329;171;500;140;136;;;;;;;0;4;4;5;2;7;2;2;4;3;1;4;0;4;4;3;1;4;3;2;5;1;1;2;;;;;;;3;6;9;6;3;9;2;0;2;1;3;4;2;2017-12-30;9;28;24;82;54;38;25;20;12;12;12;13;53;35;24;17;-27;-11;-6;6;-4;-5;21;-6;-14;-10;-11;-21;15;-2;-2;3;-7;12;38;18;3;-3;23;11;0.0;-4;4;4;6;7;10;8;11;37;23;15;-19;-4;-48;-57;-30;-32;-56;-27;-11;-3;2;4;1;-6;4;24;4;1;4;1;-2;-2;-2;9;2;-32;2;-19;-19;-9;-13;-8;-22;33;-71;-30;-8.0;-2;-4.0;-170.0;1;13:00:00;-1;SWA;WAT
MUN X SOU 2017-12-30;146 (74%);183 (81%);329 (78%);201 (84%);226 (87%);427 (85%);4;9;13;10;13;23;45%;47%;46%;55%;53%;54%;;;;;;;;;;;;;0;1;1;2;5;7;;;;;;;3;4;7;3;7;10;;;;;;;;;;;;;;;;;;;26;29;55;34;26;60;13;12;2;1;3;2;1;3;;;;;;;;;;;;;;;;;;;1;1;2;0;1;1;198;225;423;240;260;500;146;138;;;;;;;2;5;7;4;4;8;1;3;4;4;1;5;2;1;3;2;1;3;1;0;1;4;3;7;;;;;;;3;5;8;8;7;15;2;2;4;0;2;2;0;2017-12-30;-10;-26;-16;-9;-5;-1;5;9;32;17;-22;-7;-21;-54;-36;-78;-43;-22;-8;7;52;37;-6;34;40;18;6;1;-2;-8;-16;30;21;36;46;20;18;18;37;21;50.0;-3;-3;3;-23;25;-36;-84;-59;-40;24;25;23;18;57;44;16;42;17;7;3;6;7;10;25;19;35;5;24;38;5;-37;-28;-39;-22;-39;-18;-2;-5;22;25;25;7;-8;-7;-14;-42;-48;-27.0;-43;-15.0;15.0;0;15:30:00;0;SOU;MUN
CRY X MCI 2017-12-31;284 (88%);266 (88%);550 (88%);74 (64%);50 (56%);124 (60%);9;7;16;5;10;15;73%;77%;75%;27%;23%;25%;0;1;1;1;2;3;0;1;1;1;2;3;3;4;7;3;1;4;;;;;;;2;6;8;5;2;7;;;;;;;;;;;;;;;;;;;29;29;58;25;37;62;11;14;0;1;1;2;3;5;1;0;1;0;0;0;;;;;;;;;;;;;0;2;2;3;1;4;324;302;626;116;89;205;140;132;;;;;;;2;3;5;2;4;6;2;2;4;1;3;4;1;3;4;1;1;2;4;6;10;3;1;4;;;;;;;6;9;15;5;5;10;1;3;4;1;4;5;0;2017-12-31;-10;28;22;14;5;14;5;1;-8;-12;-12;-12;-5;-7;-52;-37;-28;-31;-24;-17;-15;-44;-44;-31;-29;23;26;16;12;5;-8;-5;25;-33;9;2;4;-8;-7;-7;-25.0;-8;-12;-15;-35;-26;-47;-34;-26;-21;-42;-29;-23;-69;-51;-59;-22;-46;-73;-45;-32;-82;-54;-35;-23;-21;-11;-14;-44;-23;-42;-27;-18;23;6;3;30;8;-10;3;52;26;8;-5;-35;-4;-7;-8;-19.0;16;-14.0;95.0;0;10:00:00;0;MCI;CRY
WBA X ARS 2017-12-31;281 (84%);263 (84%);544 (84%);120 (77%);124 (74%);244 (76%);9;3;12;11;7;18;67%;65%;66%;33%;35%;34%;;;;;;;0;0;0;0;1;1;2;3;5;3;4;7;;;;;;;5;1;6;3;2;5;;;;;;;;;;;;;;;;;;;24;24;48;22;24;46;9;14;1;1;2;2;2;4;;;;;;;;;;;;;;;;;;;1;1;2;0;1;1;333;314;647;155;167;322;142;135;;;;;;;2;5;7;5;4;9;1;4;5;3;1;4;2;2;4;1;2;3;3;5;8;2;3;5;;;;;;;5;9;14;7;7;14;0;3;3;1;2;3;1;2017-12-31;2;-12;13;43;7;-8;-8;-38;-32;-20;-14;-6;33;23;46;31;22;19;14;23;17;-47;-9;-88;-54;-33;-20;-3;-6;-12;-15;-21;-21;-31;-12;-11;-11;-6;-27;-5;-5.0;-2;-1;-15;-14;-45;-17;-12;-14;-14;-1;1;1;60;41;28;-30;11;-66;-69;-51;-65;-43;-25;-17;-14;-11;48;-11;-11;-7;-5;-44;-27;-17;-12;-8;44;20;13;7;3;-6;-81;-48;-9;-8;-3;90.0;-28;55.0;-25.0;1;14:30:00;0;ARS;WBA
TOT X WES 2018-01-04;90 (66%);96 (66%);186 (66%);317 (84%);241 (82%);558 (83%);8;8;16;8;10;18;27%;33%;30%;73%;67%;70%;0;2;2;1;0;1;0;2;2;1;0;1;0;0;0;4;10;14;;;;;;;0;1;1;4;3;7;;;;;;;;;;;;;;;;;;;23;29;52;22;34;56;6;10;3;4;7;0;0;0;;;;;;;;;;;;;;;;;;;1;2;3;1;2;3;137;146;283;376;293;669;152;170;;;;;;;0;2;2;6;11;17;0;2;2;5;4;9;0;1;1;3;5;8;0;1;1;6;8;14;;;;;;;0;3;3;12;19;31;0;2;2;0;0;0;1;2018-01-04;3;12;8;7;2;8;8;18;-22;7;7;3;7;7;10;10;10;10;10;10;35;54;4;74;50;100;63;41;32;15;34;23;16;6;11;10;6;9;10;11;;100;65;44;31;52;23;17;15;14;43;30;19;8;6;2;54;-18;-2;38;23;21;16;7;39;24;55;41;34;22;-74;62;52;32;20;58;-33;-1;29;3;3;3;51;33;100;88;30;22;-23.0;22;-3.0;-5.0;1;18:00:00;0;WES;TOT
BHA X BOU 2018-01-01;189 (82%);140 (81%);329 (82%);181 (79%);119 (73%);300 (76%);6;10;16;12;13;25;51%;52%;51%;49%;48%;49%;0;0;0;1;1;2;0;0;0;2;2;4;4;9;13;2;4;6;;;;;;;5;7;12;2;3;5;0;0;0;0;1;1;;;;;;;;;;;;;18;34;52;29;40;69;9;13;2;2;4;4;2;6;0;1;1;0;0;0;;;;;;;;;;;;;0;0;0;1;0;1;231;172;403;230;164;394;131;136;;;;;;;7;8;15;4;6;10;2;3;5;2;1;3;5;3;8;3;3;6;4;7;11;3;2;5;;;;;;;11;15;26;7;8;15;0;1;1;0;2;2;2;2018-01-01;-10;50;23;12;-51;-9;-13;-12;-12;-13;-31;-3;-21;-9;19;-10;-5;-25;-10;-2;5;48;3;36;20;-77;-100;-79;-54;-49;-56;-31;-20;3;-8;-20;-5;4;49;5;0.0;-102;-61;-38;93;8;-47;5;-24;-10;42;21;18;13;9;3;81;-7;-8;-13;-15;-12;-9;-53;-27;-57;-31;74;-10;18;36;22;26;-53;-25;-44;-28;-70;46;-65;-38;-26;-15;-35;-24;-19;-11;-2;-41.0;27;-18.0;35.0;2;10:30:00;0;BOU;BHA
BUR X LIV 2018-01-01;249 (84%);161 (75%);410 (80%);121 (68%);145 (73%);266 (71%);14;9;23;13;17;30;63%;53%;58%;37%;47%;42%;0;0;0;0;1;1;0;1;1;0;2;2;2;5;7;3;0;3;;;;;;;1;8;9;1;2;3;;;;;;;;;;;;;;;;;;;26;21;47;24;36;60;12;4;1;2;3;1;2;3;;;;;;;;;;;;;;;;;;;2;0;2;0;1;1;297;214;511;178;199;377;162;159;;;;;;;2;8;10;3;6;9;4;3;7;2;4;6;1;4;5;1;3;4;5;4;9;3;1;4;;;;;;;7;12;19;6;7;13;;;;;;;2;2018-01-01;4;3;-4;2;-6;-10;-11;-12;-13;-49;-44;-36;-29;-20;-14;-8;-7;-7;-4;-3;-32;-30;-26;-18;-13;-25;-15;-21;-15;-11;-5;-3;5;-17;11;12;12;9;56;-11;-5.0;-1;-1;-5;6;-14;7;9;11;-46;-23;-39;-24;-15;-5;-3;-13;5;-4;-84;-49;37;-4;-4;-20;-34;-31;-9;-17;-13;-10;-48;-51;-99;-100;-38;26;5;-9;4;6;32;38;19;32;-44;-20;-17;72.0;16;-4.0;-35.0;1;13:00:00;-1;LIV;BUR
LEI X HUD 2018-01-01;182 (79%);187 (83%);369 (81%);174 (76%);213 (84%);387 (80%);18;8;26;14;11;25;51%;47%;49%;49%;53%;51%;;;;;;;0;0;0;0;2;2;0;2;2;0;0;0;;;;;;;0;1;1;1;3;4;0;0;0;0;2;2;;;;;;;;;;;;;46;27;73;30;34;64;9;7;0;2;2;1;0;1;0;0;0;0;1;1;;;;;;;;;;;;;1;0;1;2;2;4;230;225;455;228;254;482;149;169;;;;;;;0;2;2;2;6;8;1;2;3;2;4;6;1;0;1;0;5;5;2;2;4;0;3;3;;;;;;;2;4;6;2;9;11;0;1;1;1;0;1;0;2018-01-01;-10;-7;-10;-8;-7;-5;-4;-4;-4;4;-3;-55;-5;-8;-32;-22;-15;-16;21;8;5;33;-30;20;10;-8;3;28;21;8;6;6;4;-14;4;5;5;5;5;3;0.0;6;8;27;18;-5;63;39;66;41;100;52;25;6;-11;-16;4;-10;71;33;-25;-9;-2;-4;3;-21;-6;12;-5;14;29;17;3;-7;-24;-11;-7;4;17;3;7;7;33;23;47;32;24;18;16.0;3;7.0;80.0;3;13:00:00;1;HUD;LEI
STO X NEW 2018-01-01;141 (72%);82 (59%);223 (67%);208 (80%);144 (71%);352 (76%);14;14;28;15;15;30;44%;39%;42%;56%;61%;58%;2;0;2;0;2;2;2;1;3;0;2;2;3;0;3;1;3;4;;;;;;;4;1;5;4;6;10;;;;;;;;;;;;;;;;;;;28;37;65;34;35;69;11;10;1;3;4;4;1;5;;;;;;;;;;;;;;;;;;;0;0;0;1;1;2;197;138;335;260;203;463;155;176;;;;;;;7;3;10;1;5;6;3;2;5;1;2;3;4;2;6;1;3;4;3;1;4;2;3;5;;;;;;;10;4;14;3;8;11;1;0;1;0;3;3;1;2018-01-01;3;-36;-21;-14;-10;-6;-67;-47;-18;-8;-2;4;6;8;27;20;-36;-9;10;1;61;39;5;-25;-26;-11;-12;19;12;7;-22;-57;-17;6;-8;-7;34;25;17;13;-40.0;5;6;8;8;4;9;9;14;9;61;29;19;-23;-18;-21;-17;-18;-9;-1;23;15;17;12;9;-33;-4;-1;-1;3;2;6;-73;-34;-18;-17;-21;-10;8;-4;-5;8;5;-19;-7;10;8;49;35.0;-6;36.0;40.0;0;13:00:00;-1;NEW;STO
EVE X MUN 2018-01-01;241 (85%);254 (85%);495 (85%);166 (79%);116 (74%);282 (77%);9;8;17;5;7;12;57%;65%;61%;43%;35%;39%;0;1;1;0;1;1;0;1;1;0;1;1;5;2;7;5;1;6;;;;;;;2;4;6;4;2;6;;;;;;;;;;;;;;;;;;;27;21;48;26;20;46;10;11;0;0;0;1;3;4;0;1;1;0;0;0;;;;;;;;;;;;;0;1;1;1;0;1;285;300;585;209;156;365;134;137;;;;;;;1;2;3;4;5;9;4;4;8;2;4;6;1;5;6;0;0;0;9;9;18;3;0;3;;;;;;;10;11;21;7;5;12;0;0;0;1;1;2;2;2018-01-01;-10;7;25;11;3;-5;-5;-29;-20;-5;24;-7;20;39;24;19;4;35;-41;-17;-16;-54;-5;-35;-18;-11;-6;-1;-30;-12;12;-5;-21;-4;-18;-4;-26;-19;-15;-14;10.0;-7;-9;-37;-53;14;-28;-38;-54;-62;-34;-25;-17;-12;-89;-59;36;-41;-45;-32;-24;-19;-77;-50;-35;-26;-46;21;-21;32;17;11;34;16;27;36;17;-25;8;-13;-100;-85;-80;-50;-34;-15;-13;-10;7.0;8;7.0;55.0;0;15:30:00;-1;MUN;EVE
SOU X CRY 2018-01-02;142 (75%);104 (65%);246 (70%);271 (83%);173 (74%);444 (79%);10;13;23;5;11;16;37%;42%;39%;63%;58%;61%;0;1;1;0;0;0;0;2;2;0;0;0;1;2;3;0;0;0;;;;;;;3;4;7;2;2;4;;;;;;;;;;;;;;;;;;;29;32;61;27;35;62;11;8;1;1;2;1;1;2;;;;;;;;;;;;;;;;;;;0;0;0;0;1;1;190;160;350;325;235;560;170;169;;;;;;;1;5;6;3;1;4;1;3;4;5;2;7;1;3;4;2;1;3;2;3;5;4;2;6;;;;;;;3;8;11;7;3;10;0;1;1;0;0;0;2;2018-01-02;35;-2;8;9;8;7;11;33;100;100;72;26;45;28;16;-17;7;2;6;39;30;23;44;19;21;-53;-19;-6;11;8;15;14;14;28;13;18;-25;-7;21;9;;6;6;4;2;18;2;2;22;16;13;12;16;16;13;11;12;10;4;-2;-1;-3;-3;-44;-30;-22;-32;-38;-100;-66;-13;-7;-2;11;12;6;4;-70;-17;-40;-94;-46;-23;-4;10;35;75;20;17.0;-7;15.0;-15.0;1;17:45:00;-1;CRY;SOU
SWA X TOT 2018-01-02;378 (90%);215 (84%);593 (88%);117 (73%);115 (75%);232 (74%);9;8;17;3;8;11;73%;62%;68%;27%;38%;32%;;;;;;;1;1;2;0;0;0;0;2;2;0;2;2;;;;;;;0;5;5;1;5;6;0;2;2;0;1;1;;;;;;;;;;;;;26;29;55;19;30;49;9;12;0;1;1;0;3;3;0;0;0;0;1;1;;;;;;;;;;;;;2;0;2;1;3;4;420;255;675;160;153;313;138;129;;;;;;;2;6;8;1;4;5;2;3;5;2;3;5;1;4;5;0;1;1;1;3;4;1;2;3;;;;;;;3;9;12;2;6;8;1;1;2;1;1;2;2;2018-01-02;10;-23;-20;-14;-85;-54;-27;-19;-15;-7;-8;-5;-34;-34;-23;-17;-13;-9;-7;-7;-10;-12;-6;-13;-14;-4;29;13;6;1;-4;-7;-7;-7;-7;27;-31;-15;-4;5;25.0;-4;-3;-5;22;-10;7;-34;-35;-23;-19;-19;-7;12;2;-3;-18;2;-3;-4;-4;-70;-39;33;-8;-3;-33;-15;-21;43;13;5;2;-3;-1;-33;-22;-46;-14;-35;-21;-6;-4;-26;-26;-11;24;13;-37.0;-18;-58.0;0.0;0;17:45:00;-1;TOT;SWA
WES X WBA 2018-01-02;174 (81%);153 (78%);327 (79%);206 (83%);166 (82%);372 (83%);9;7;16;15;9;24;47%;49%;48%;53%;51%;52%;0;1;1;0;1;1;0;1;1;0;3;3;1;2;3;1;2;3;;;;;;;2;2;4;0;3;3;2;0;2;0;0;0;;;;;;;;;;;;;27;26;53;30;35;65;12;12;2;1;3;2;0;2;;;;;;;;;;;;;;;;;;;0;1;1;0;1;1;216;197;413;247;202;449;137;134;;;;;;;2;3;5;4;6;10;3;3;6;4;1;5;3;0;3;2;3;5;5;2;7;3;0;3;;;;;;;7;5;12;7;6;13;0;2;2;2;1;3;1;2018-01-02;8;24;11;3;-4;-29;-20;-8;-7;5;7;10;8;13;52;22;39;-34;-36;-31;-19;-10;13;-1;-73;-46;-31;-23;-18;-10;-40;-45;44;25;15;15;16;-27;-3;-4;-30.0;29;20;46;26;12;15;6;-21;-18;-11;-37;-22;-8;4;29;1;100;59;33;17;6;-9;6;5;43;24;-1;8;4;1;-2;5;-6;-2;-1;-1;-1;4;-1;-1;-1;20;10;-46;-23;-7;7;36.0;3;1.0;40.0;2;17:45:00;1;WBA;WES
MCI X WAT 2018-01-02;81 (68%);101 (72%);182 (70%);334 (89%);450 (94%);784 (92%);3;2;5;3;3;6;24%;23%;24%;76%;77%;76%;0;0;0;1;1;2;0;1;1;2;2;4;0;1;1;0;3;3;;;;;;;1;0;1;2;7;9;;;;;;;;;;;;;;;;;;;20;26;46;26;22;48;12;8;4;1;5;3;0;3;0;0;0;1;0;1;;;;;;;;;;;;;0;3;3;0;1;1;120;141;261;377;477;854;120;130;;;;;;;3;2;5;9;5;14;1;1;2;5;3;8;3;1;4;5;2;7;1;1;2;2;3;5;;;;;;;4;3;7;10;8;18;0;1;1;1;0;1;1;2018-01-02;10;-13;-4;5;7;74;47;32;23;57;73;90;44;27;17;14;38;13;11;9;-22;-17;58;-68;-34;-13;7;7;15;15;40;31;25;41;32;62;37;25;47;23;0.0;8;12;9;48;75;32;47;31;21;13;41;25;18;14;11;54;27;64;35;27;100;75;48;36;58;34;30;31;45;33;24;25;21;17;27;12;13;21;34;23;-72;-25;-11;-10;-2;7;7;3.0;-36;45.0;-30.0;3;18:00:00;1;WAT;MCI
ARS X CHE 2018-01-03;189 (84%);159 (81%);348 (82%);269 (86%);246 (85%);515 (86%);7;7;14;5;8;13;44%;41%;42%;56%;59%;58%;1;2;3;0;1;1;1;4;5;0;1;1;1;2;3;3;2;5;;;;;;;6;2;8;3;7;10;0;1;1;0;1;1;;;;;;;;;;;;;29;26;55;27;25;52;11;11;2;2;4;1;3;4;0;1;1;1;0;1;;;;;;;;;;;;;1;2;3;1;1;2;226;196;422;311;288;599;127;140;;;;;;;7;9;16;2;7;9;6;4;10;1;2;3;1;5;6;2;4;6;1;2;3;4;1;5;;;;;;;8;11;19;6;8;14;1;1;2;1;2;3;2;2018-01-03;3;-5;1;-40;-25;-40;-21;-11;-7;4;5;3;47;32;24;58;29;-16;-3;-4;-53;-54;-22;-27;-13;-9;4;4;5;5;1;-23;-10;-36;24;8;-27;-11;-2;-4;;-53;-31;-20;-14;-25;-10;-100;-65;54;38;2;35;15;5;6;-19;10;49;33;18;100;100;75;12;-37;-20;-8;-23;-35;-20;-10;-27;-12;-3;4;8;9;19;8;8;7;8;9;-71;-29;-12;53;28.0;6;39.0;80.0;2;17:45:00;0;CHE;ARS
CHE X LEI 2018-01-13;218 (83%);111 (73%);329 (79%);182 (78%);245 (88%);427 (84%);7;10;17;2;9;11;54%;35%;45%;46%;65%;55%;1;0;1;0;0;0;1;0;1;0;0;0;5;2;7;2;4;6;;;;;;;2;1;3;3;3;6;;;;;;;;;;;;;;;;;;;28;35;63;28;25;53;13;14;3;4;7;1;0;1;;;;;;;;;;;;;;;;;;;1;2;3;3;2;5;262;153;415;233;278;511;135;142;0;1;1;0;0;0;8;0;8;3;3;6;6;0;6;0;4;4;1;0;1;3;4;7;4;2;6;2;9;11;;;;;;;12;2;14;5;12;17;1;3;4;0;2;2;0;2018-01-13;0;-63;-38;-51;37;-26;-3;-6;36;-20;-2;7;1;-29;-2;-27;-53;-38;-27;-17;-8;-2;22;-1;5;2;1;20;8;1;-14;-11;-32;-14;-20;-8;4;63;43;29;;25;17;8;7;-8;8;8;5;-10;-8;-9;-10;-15;-21;-10;-2;-3;3;11;8;7;26;48;30;20;29;-8;18;11;49;33;23;53;44;30;47;61;-11;43;33;20;11;15;38;67;44;26;15.0;-41;13.0;35.0;0;13:00:00;0;LEI;CHE
CRY X BUR 2018-01-13;156 (76%);154 (74%);310 (75%);95 (66%);117 (65%);212 (65%);20;16;36;14;21;35;58%;55%;56%;42%;45%;44%;1;1;2;2;1;3;1;1;2;2;1;3;1;0;1;5;2;7;;;;;;;1;1;2;2;1;3;;;;;;;;;;;;;;;;;;;36;41;77;22;46;68;10;16;1;0;1;1;1;2;;;;;;;;;;;;;;;;;;;3;1;4;0;0;0;206;209;415;145;179;324;165;169;;;;;;;1;4;5;6;7;13;1;4;5;3;5;8;1;1;2;2;0;2;2;1;3;4;0;4;;;;;;;3;5;8;10;7;17;1;2;3;0;0;0;0;2018-01-13;10;17;5;-5;-10;-13;-13;-17;-9;-3;2;6;7;7;84;55;29;18;7;7;55;15;4;10;2;-3;-6;-4;-5;-5;3;-39;-31;3;-42;-24;-4;-5;-1;11;30.0;25;14;8;4;2;2;-1;-1;-30;-13;-6;-7;-7;-10;-6;1;26;7;4;3;2;1;1;-10;-5;6;1;-2;-2;-2;34;11;4;1;-2;-30;-19;1;-13;-9;-7;-14;34;12;15;7;-7;-4.0;25;24.0;5.0;1;13:00:00;1;BUR;CRY
HUD X WES 2018-01-13;133 (73%);76 (62%);209 (68%);233 (79%);210 (83%);443 (81%);10;7;17;11;7;18;39%;32%;36%;61%;68%;64%;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;2;0;2;;;;;;;2;1;3;3;4;7;0;2;2;0;0;0;;;;;;;;;;;;;24;35;59;29;22;51;9;7;0;1;1;0;1;1;;;;;;;;;;;;;;;;;;;2;3;5;0;0;0;183;123;306;295;253;548;139;163;;;;;;;1;5;6;2;2;4;1;0;1;1;3;4;1;5;6;1;1;2;1;1;2;2;2;4;;;;;;;2;6;8;4;4;8;0;1;1;1;0;1;4;2018-01-13;10;2;1;7;9;12;12;5;5;-28;-22;13;-20;-29;-21;-14;-10;-8;-86;-44;-20;-7;15;6;11;6;-35;-18;-12;-34;-14;6;52;16;36;99;59;36;18;27;0.0;13;-75;-38;-22;17;-14;-8;-25;-21;38;44;20;-46;-85;-45;21;-4;6;10;-65;-25;-10;12;11;14;6;42;27;-27;-3;-3;89;53;42;33;23;10;27;29;14;4;-3;2;7;10;13;10;9.0;19;3.0;-5.0;1;13:00:00;-1;WES;HUD
