game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MIL X SAM 05-02-2017;121 (74%);93 (69%);214 (72%);242 (82%);275 (86%);517 (84%);3;7;10;10;8;18;37%;30%;33%;63%;70%;67%;1;0;1;3;4;7;2;1;3;4;4;8;;;;;;;23;37;60;30;34;64;12;16;4;2;6;1;1;2;0;0;0;0;2;2;0;2;2;3;2;5;164;135;299;296;318;614;0;0;0;0;1;1;2;3;5;3;8;11;1;2;3;2;5;7;1;2;3;4;2;6;1;1;2;6;3;9;3;4;7;9;11;20;1;1;2;1;4;5;1.0;2017-02-05;2.0;8.0;-24.0;-11.0;-13.0;-12.0;-4.0;3.0;18.0;35.0;23.0;1.0;10.0;7.0;9.0;5.0;9.0;17.0;13.0;50.0;78.0;79.0;6.0;100.0;61.0;-35.0;-3.0;6.0;6.0;1.0;22.0;12.0;42.0;8.0;31.0;-19.0;-2.0;-12.0;-31.0;-2.0;0.0;8.0;31.0;43.0;26.0;-6.0;16.0;4.0;-40.0;-24.0;56.0;10.0;7.0;13.0;14.0;31.0;1.0;29.0;17.0;44.0;30.0;15.0;33.0;29.0;22.0;20.0;39.0;18.0;-31.0;-41.0;-20.0;-8.0;-2.0;4.0;9.0;39.0;37.0;26.0;38.0;19.0;15.0;11.0;9.0;-21.0;-9.0;-31.0;-14.0;-4.0;45.0;19.0;5.0;50.0;0.0;09:30:00;-1.0;SAM;MIL
ATT X CAG 05-02-2017;157 (74%);165 (79%);322 (76%);197 (82%);219 (83%);416 (83%);9;3;12;8;3;11;47%;45%;46%;53%;55%;54%;0;3;3;2;2;4;1;3;4;1;5;6;;;;;;;32;27;59;36;26;62;18;18;0;3;3;0;0;0;;;;;;;1;1;2;2;0;2;212;210;422;241;263;504;;;;;;;1;0;1;4;6;10;1;0;1;2;2;4;0;0;0;2;3;5;0;3;3;2;1;3;1;3;4;6;7;13;0;2;2;0;4;4;0.0;2017-02-05;3.0;3.0;-3.0;-3.0;3.0;-3.0;-13.0;-7.0;71.0;39.0;26.0;8.0;29.0;12.0;4.0;10.0;-10.0;3.0;8.0;11.0;26.0;14.0;12.0;-23.0;-4.0;4.0;-12.0;-9.0;-5.0;-4.0;-4.0;-8.0;-26.0;14.0;34.0;13.0;33.0;15.0;-11.0;-2.0;;5.0;4.0;11.0;-17.0;100.0;6.0;1.0;1.0;-4.0;-24.0;-13.0;27.0;8.0;2.0;-3.0;61.0;-8.0;-12.0;-18.0;-6.0;-4.0;5.0;29.0;40.0;25.0;17.0;26.0;-18.0;-4.0;-1.0;-14.0;-3.0;6.0;8.0;10.0;12.0;12.0;11.0;67.0;59.0;30.0;20.0;4.0;3.0;23.0;16.0;37.0;60.0;7.0;35.0;-5.0;2.0;12:00:00;1.0;CAG;ATT
CHV X UDI 05-02-2017;134 (74%);124 (78%);258 (75%);185 (78%);105 (66%);290 (73%);6;11;17;9;16;25;45%;52%;48%;55%;48%;52%;0;4;4;2;0;2;3;3;6;2;3;5;;;;;;;26;32;58;24;34;58;21;20;0;0;0;0;1;1;;;;;;;0;0;0;1;1;2;182;160;342;237;160;397;0;0;0;0;1;1;1;3;4;1;1;2;3;4;7;3;1;4;0;1;1;0;0;0;2;6;8;4;0;4;3;9;12;5;1;6;1;0;1;1;3;4;0.0;2017-02-05;-10.0;51.0;28.0;17.0;-29.0;-12.0;-8.0;-26.0;-42.0;-28.0;-36.0;-7.0;-24.0;-2.0;-1.0;-6.0;-1.0;1.0;-1.0;1.0;1.0;30.0;-1.0;8.0;-6.0;-23.0;-41.0;-25.0;-12.0;-4.0;-2.0;3.0;-7.0;-2.0;5.0;5.0;2.0;5.0;13.0;12.0;;16.0;12.0;30.0;20.0;-7.0;19.0;13.0;30.0;12.0;8.0;-46.0;-25.0;-17.0;-11.0;-7.0;52.0;-6.0;5.0;9.0;9.0;10.0;11.0;1.0;-1.0;5.0;-21.0;37.0;-16.0;-14.0;-13.0;-8.0;-53.0;-61.0;-17.0;-5.0;-3.0;-1.0;26.0;1.0;-1.0;-6.0;-4.0;-23.0;-84.0;-85.0;-30.0;-22.0;-11.0;45.0;1.0;35.0;0.0;12:00:00;0.0;UDI;CHV
EMP X TOR 05-02-2017;187 (78%);151 (73%);338 (76%);160 (77%);87 (59%);247 (70%);7;11;18;7;10;17;54%;59%;56%;46%;41%;44%;1;3;4;0;0;0;1;2;3;2;0;2;;;;;;;20;38;58;24;35;59;24;17;1;0;1;1;2;3;;;;;;;1;2;3;3;2;5;240;207;447;207;147;354;;;;;;;2;3;5;4;2;6;1;0;1;6;2;8;2;2;4;2;0;2;2;2;4;4;0;4;4;5;9;8;2;10;1;3;4;3;3;6;1.0;2017-02-05;0.0;23.0;15.0;-77.0;-43.0;-28.0;-20.0;-15.0;4.0;4.0;70.0;0.0;39.0;-44.0;-1.0;6.0;6.0;-18.0;-4.0;36.0;15.0;5.0;6.0;9.0;11.0;-10.0;-8.0;-4.0;23.0;11.0;8.0;6.0;4.0;1.0;-3.0;-2.0;-33.0;-21.0;-19.0;-18.0;85.0;-2.0;-2.0;29.0;24.0;7.0;18.0;8.0;6.0;3.0;38.0;27.0;-36.0;-12.0;-14.0;-17.0;39.0;-32.0;-13.0;24.0;2.0;-8.0;-8.0;-7.0;-3.0;-3.0;3.0;54.0;-3.0;-2.0;-3.0;-4.0;3.0;-3.0;-2.0;3.0;-3.0;-7.0;59.0;-26.0;-17.0;-16.0;-11.0;-53.0;-36.0;-23.0;-15.0;-15.0;-7.0;33.0;-5.0;-10.0;1.0;12:00:00;0.0;TOR;EMP
GEN X SAS 05-02-2017;151 (72%);124 (65%);275 (68%);162 (76%);243 (79%);405 (78%);6;7;13;7;7;14;51%;39%;44%;49%;61%;56%;0;1;1;2;2;4;5;4;9;5;3;8;;;;;;;21;25;46;16;20;36;7;14;1;3;4;1;1;2;0;0;0;0;1;1;0;0;0;1;2;3;211;191;402;213;309;522;;;;;;;3;3;6;5;6;11;1;2;3;3;5;8;2;1;3;1;3;4;0;1;1;1;4;5;3;4;7;6;10;16;1;0;1;0;2;2;1.0;2017-02-05;-3.0;17.0;6.0;5.0;2.0;21.0;9.0;2.0;-4.0;47.0;32.0;-4.0;20.0;13.0;9.0;2.0;2.0;2.0;-75.0;-42.0;-28.0;-35.0;-5.0;22.0;7.0;11.0;-47.0;-70.0;-37.0;-21.0;-11.0;-2.0;3.0;-49.0;35.0;29.0;44.0;48.0;5.0;21.0;;7.0;4.0;2.0;-3.0;-26.0;3.0;57.0;41.0;56.0;35.0;48.0;26.0;57.0;33.0;44.0;-12.0;19.0;-11.0;-28.0;-12.0;-4.0;30.0;1.0;7.0;13.0;1.0;-8.0;-7.0;7.0;52.0;36.0;28.0;23.0;19.0;14.0;39.0;71.0;23.0;45.0;-37.0;-2.0;4.0;9.0;-2.0;1.0;3.0;-2.0;23.0;36.0;6.0;-20.0;0.0;12:00:00;-1.0;SAS;GEN
PES X LAZ 05-02-2017;267 (85%);193 (84%);460 (85%);134 (72%);214 (86%);348 (80%);9;9;18;7;3;10;63%;48%;56%;37%;52%;44%;2;0;2;2;0;2;3;1;4;1;1;2;;;;;;;27;33;60;27;25;52;16;12;3;1;4;2;2;4;0;1;1;0;0;0;1;1;2;3;0;3;314;230;544;186;250;436;;;;;;;7;7;14;6;2;8;2;3;5;2;4;6;4;6;10;5;1;6;1;2;3;3;3;6;8;9;17;9;5;14;0;1;1;0;0;0;6.0;2017-02-05;-10.0;-52.0;-73.0;-75.0;-46.0;-34.0;-100.0;-65.0;-40.0;-28.0;-43.0;-9.0;-17.0;-15.0;-14.0;-9.0;-4.0;-4.0;-3.0;-32.0;-13.0;-42.0;-8.0;84.0;20.0;14.0;83.0;48.0;18.0;8.0;1.0;37.0;9.0;27.0;1.0;-10.0;96.0;77.0;42.0;16.0;;-51.0;-40.0;-31.0;-63.0;9.0;-99.0;63.0;-21.0;-8.0;-1.0;-6.0;30.0;20.0;-76.0;-37.0;3.0;-22.0;-13.0;-6.0;3.0;31.0;57.0;38.0;21.0;11.0;-102.0;-25.0;-100.0;-61.0;-37.0;-23.0;-7.0;-2.0;-2.0;4.0;-82.0;-48.0;-18.0;-29.0;-18.0;24.0;19.0;12.0;-40.0;-18.0;-12.0;-6.0;-3.0;-15.0;-25.0;;2.0;12:00:00;-1.0;LAZ;PES
PAL X CRO 05-02-2017;92 (64%);116 (64%);208 (64%);234 (81%);168 (69%);402 (76%);11;11;22;10;17;27;34%;43%;39%;66%;57%;61%;1;1;2;2;1;3;0;2;2;1;2;3;;;;;;;38;29;67;31;44;75;24;12;2;1;3;0;0;0;;;;;;;2;2;4;0;3;3;144;182;326;290;242;532;0;1;1;0;0;0;1;2;3;2;1;3;1;6;7;3;1;4;0;0;0;3;1;4;1;5;6;6;2;8;2;7;9;8;3;11;0;4;4;1;1;2;0.0;2017-02-05;10.0;6.0;1.0;7.0;6.0;5.0;5.0;6.0;5.0;5.0;5.0;3.0;-3.0;32.0;29.0;22.0;8.0;3.0;3.0;3.0;77.0;72.0;-3.0;41.0;66.0;46.0;18.0;10.0;42.0;23.0;8.0;5.0;2.0;6.0;-1.0;-6.0;5.0;5.0;8.0;14.0;;14.0;-51.0;-25.0;-15.0;8.0;-10.0;-11.0;-2.0;31.0;12.0;8.0;11.0;7.0;-5.0;1.0;10.0;-19.0;-6.0;-3.0;11.0;5.0;9.0;9.0;49.0;32.0;23.0;12.0;33.0;23.0;19.0;15.0;9.0;4.0;-35.0;-19.0;-11.0;-36.0;13.0;-30.0;-48.0;-31.0;-19.0;40.0;12.0;14.0;7.0;4.0;3.0;14.0;3.0;-45.0;1.0;15:00:00;1.0;CRO;PAL
JUV X INT 05-02-2017;185 (83%);200 (81%);385 (82%);172 (78%);179 (81%);351 (80%);5;6;11;4;14;18;52%;53%;52%;48%;47%;48%;1;3;4;1;2;3;5;3;8;2;4;6;0;1;1;0;0;0;17;28;45;23;44;67;16;14;2;3;5;2;0;2;0;0;0;2;0;2;1;1;2;1;0;1;223;247;470;220;221;441;0;1;1;0;0;0;5;4;9;3;4;7;3;3;6;4;1;5;2;0;2;3;3;6;1;2;3;5;2;7;6;6;12;8;6;14;2;1;3;1;4;5;0.0;2017-02-05;-10.0;12.0;9.0;5.0;-4.0;21.0;12.0;7.0;4.0;-13.0;-39.0;-7.0;-47.0;-27.0;-30.0;-23.0;-18.0;-10.0;-8.0;19.0;7.0;4.0;-5.0;-5.0;2.0;2.0;7.0;-8.0;-25.0;-17.0;-42.0;-53.0;-3.0;-3.0;-22.0;-11.0;-1.0;3.0;2.0;92.0;0.0;46.0;32.0;18.0;16.0;-1.0;7.0;-8.0;18.0;6.0;6.0;60.0;34.0;16.0;17.0;-50.0;48.0;-61.0;-40.0;-30.0;-21.0;-16.0;-14.0;-15.0;-10.0;-38.0;-14.0;43.0;-20.0;-14.0;-10.0;-11.0;-10.0;-12.0;-9.0;-8.0;-8.0;-8.0;8.0;37.0;15.0;-29.0;-3.0;3.0;3.0;2.0;66.0;61.0;38.0;12.0;3.0;-5.0;1.0;17:45:00;1.0;INT;JUV
ROM X FIO 07-02-2017;128 (72%);211 (84%);339 (79%);183 (81%);142 (79%);325 (80%);9;3;12;3;9;12;43%;58%;51%;57%;42%;49%;4;2;6;4;2;6;3;0;3;3;3;6;0;0;0;0;2;2;29;16;45;20;35;55;15;10;2;2;4;0;1;1;;;;;;;2;1;3;2;0;2;177;250;427;226;180;406;;;;;;;3;1;4;9;7;16;4;1;5;5;4;9;1;1;2;3;5;8;6;3;9;3;4;7;9;4;13;12;11;23;2;1;3;1;1;2;0.0;2017-02-07;-10.0;-13.0;32.0;9.0;15.0;-56.0;-16.0;-11.0;12.0;3.0;2.0;6.0;-25.0;37.0;10.0;17.0;15.0;-51.0;-31.0;-20.0;-20.0;-6.0;6.0;34.0;4.0;46.0;31.0;66.0;7.0;10.0;8.0;5.0;1.0;3.0;82.0;43.0;29.0;17.0;29.0;76.0;;40.0;18.0;11.0;1.0;2.0;-7.0;-1.0;-3.0;-4.0;-10.0;-8.0;-8.0;-16.0;-11.0;74.0;3.0;33.0;13.0;7.0;-7.0;-48.0;-25.0;49.0;18.0;9.0;15.0;-5.0;15.0;25.0;100.0;87.0;17.0;36.0;96.0;47.0;-41.0;30.0;-3.0;6.0;4.0;5.0;10.0;82.0;45.0;23.0;29.0;48.0;19.0;-32.0;11.0;;4.0;17:45:00;1.0;FIO;ROM
NAP X GEN 10-02-2017;169 (76%);165 (80%);334 (78%);221 (81%);265 (85%);486 (83%);6;3;9;12;8;20;45%;41%;43%;55%;59%;57%;1;0;1;1;3;4;3;1;4;8;4;12;0;0;0;0;1;1;22;21;43;32;37;69;11;7;2;4;6;0;2;2;;;;;;;;;;;;;222;205;427;272;313;585;;;;;;;2;1;3;3;8;11;2;1;3;6;2;8;0;2;2;2;6;8;1;2;3;6;3;9;3;3;6;9;11;20;0;2;2;0;1;1;0.0;2017-02-10;-10.0;2.0;1.0;4.0;6.0;3.0;1.0;-1.0;-20.0;-21.0;-44.0;-11.0;-33.0;-39.0;-21.0;-30.0;-15.0;-1.0;7.0;-6.0;3.0;29.0;-12.0;24.0;37.0;48.0;52.0;100.0;77.0;47.0;100.0;68.0;35.0;-12.0;42.0;27.0;11.0;-38.0;51.0;22.0;30.0;58.0;41.0;32.0;22.0;-17.0;22.0;87.0;55.0;100.0;68.0;45.0;100.0;65.0;32.0;-26.0;-15.0;-10.0;-7.0;6.0;5.0;30.0;16.0;7.0;6.0;40.0;59.0;-7.0;28.0;-41.0;20.0;-6.0;-11.0;7.0;9.0;10.0;16.0;-26.0;-2.0;-4.0;10.0;67.0;32.0;14.0;17.0;14.0;8.0;9.0;10.0;2.0;10.0;-5.0;2.0;17:45:00;1.0;GEN;NAP
FIO X UDI 11-02-2017;145 (80%);172 (88%);317 (84%);239 (87%);266 (93%);505 (90%);9;1;10;3;2;5;40%;41%;41%;60%;59%;59%;1;0;1;1;5;6;1;2;3;3;1;4;0;0;0;0;1;1;30;21;51;23;24;47;15;13;2;1;3;1;3;4;0;0;0;1;0;1;0;0;0;1;1;2;181;196;377;276;287;563;;;;;;;3;1;4;4;6;10;2;2;4;2;2;4;1;3;4;3;3;6;1;4;5;2;4;6;4;5;9;6;10;16;1;1;2;1;1;2;0.0;2017-02-11;10.0;6.0;11.0;5.0;-4.0;-44.0;-32.0;-20.0;-67.0;-37.0;-16.0;31.0;-5.0;-16.0;6.0;5.0;6.0;13.0;45.0;31.0;22.0;53.0;85.0;30.0;5.0;5.0;11.0;6.0;11.0;10.0;8.0;7.0;7.0;50.0;6.0;10.0;72.0;79.0;43.0;-4.0;-25.0;-3.0;-8.0;-11.0;-47.0;31.0;-24.0;-10.0;-2.0;4.0;-12.0;6.0;6.0;9.0;36.0;-34.0;19.0;7.0;7.0;9.0;84.0;77.0;45.0;26.0;14.0;2.0;-1.0;12.0;-2.0;-2.0;-8.0;-2.0;-4.0;-5.0;-2.0;26.0;19.0;12.0;5.0;2.0;81.0;47.0;32.0;14.0;-15.0;-16.0;-56.0;-37.0;-26.0;5.0;-4.0;-60.0;3.0;17:45:00;1.0;UDI;FIO
CRO X ROM 12-02-2017;235 (83%);217 (82%);452 (82%);103 (72%);94 (64%);197 (68%);8;15;23;6;2;8;66%;65%;65%;34%;35%;35%;2;5;7;0;4;4;2;3;5;2;0;2;;;;;;;31;40;71;33;24;57;14;15;2;2;4;0;1;1;0;2;2;0;0;0;1;3;4;4;2;6;284;266;550;144;146;290;;;;;;;3;8;11;1;3;4;2;3;5;3;3;6;1;2;3;2;2;4;2;2;4;4;6;10;5;10;15;5;9;14;;;;;;;2.0;2017-02-12;4.0;-4.0;-8.0;39.0;18.0;8.0;3.0;-4.0;-6.0;-32.0;-2.0;1.0;-31.0;-23.0;34.0;7.0;3.0;-6.0;5.0;-6.0;-8.0;-10.0;-5.0;-31.0;-25.0;-21.0;-19.0;-21.0;-5.0;5.0;1.0;-1.0;1.0;-6.0;-75.0;-44.0;-1.0;20.0;30.0;13.0;;2.0;-5.0;-51.0;-39.0;-8.0;-25.0;-41.0;-31.0;-22.0;-70.0;-44.0;-31.0;-21.0;-9.0;-4.0;-10.0;-4.0;43.0;-28.0;-4.0;-5.0;-10.0;-12.0;-7.0;-12.0;-6.0;-10.0;-28.0;-21.0;-7.0;-11.0;-13.0;-13.0;-14.0;-7.0;-77.0;-43.0;-5.0;-1.0;10.0;4.0;7.0;13.0;-6.0;2.0;26.0;46.0;28.0;-3.0;14.0;-5.0;0.0;09:30:00;-1.0;ROM;CRO
INT X EMP 12-02-2017;189 (82%);183 (81%);372 (82%);171 (81%);225 (87%);396 (84%);12;8;20;7;11;18;50%;47%;48%;50%;53%;52%;1;0;1;3;3;6;0;2;2;8;1;9;0;0;0;0;1;1;39;27;66;26;40;66;14;21;3;3;6;1;2;3;;;;;;;0;0;0;1;0;1;230;225;455;210;260;470;;;;;;;0;3;3;6;7;13;0;2;2;2;4;6;1;2;3;4;4;8;2;1;3;3;4;7;2;4;6;9;11;20;1;1;2;1;0;1;0.0;2017-02-12;10.0;13.0;77.0;56.0;51.0;36.0;100.0;55.0;27.0;14.0;8.0;13.0;36.0;-20.0;-5.0;-4.0;19.0;10.0;10.0;1.0;-3.0;-44.0;11.0;-23.0;24.0;39.0;50.0;35.0;22.0;13.0;7.0;4.0;24.0;9.0;10.0;-8.0;10.0;29.0;20.0;5.0;0.0;47.0;32.0;23.0;17.0;8.0;13.0;36.0;17.0;7.0;-8.0;38.0;16.0;-23.0;-13.0;-5.0;-6.0;-4.0;2.0;8.0;7.0;-29.0;-12.0;8.0;3.0;-23.0;-8.0;-12.0;-3.0;3.0;8.0;8.0;7.0;11.0;9.0;6.0;4.0;3.0;31.0;3.0;27.0;17.0;36.0;23.0;-29.0;-14.0;-47.0;32.0;1.0;16.0;2.0;75.0;2.0;12:00:00;1.0;EMP;INT
PAL X ATT 12-02-2017;269 (89%);300 (88%);569 (89%);114 (73%);174 (84%);288 (79%);10;6;16;1;8;9;66%;61%;63%;34%;39%;37%;2;3;5;2;1;3;2;1;3;3;3;6;;;;;;;40;31;71;33;23;56;12;15;1;3;4;2;0;2;0;1;1;0;1;1;0;2;2;0;0;0;301;339;640;157;208;365;;;;;;;10;7;17;3;5;8;8;3;11;1;4;5;4;1;5;2;3;5;4;0;4;2;3;5;14;7;21;5;8;13;0;1;1;2;1;3;3.0;2017-02-12;-47.0;-48.0;-25.0;-18.0;-11.0;26.0;-26.0;-12.0;-13.0;-9.0;-9.0;-86.0;-85.0;-53.0;-33.0;-22.0;-51.0;-3.0;-2.0;-76.0;-42.0;-77.0;-12.0;-73.0;-43.0;-19.0;-19.0;-14.0;-14.0;46.0;16.0;5.0;-5.0;-9.0;-5.0;-36.0;74.0;25.0;-32.0;1.0;-5.0;31.0;20.0;8.0;11.0;-8.0;9.0;30.0;58.0;35.0;46.0;22.0;6.0;-5.0;-7.0;-11.0;-3.0;-16.0;-16.0;-22.0;-45.0;-61.0;-41.0;-59.0;55.0;8.0;-46.0;-33.0;-23.0;-37.0;-16.0;-9.0;-7.0;-4.0;85.0;50.0;30.0;-74.0;-24.0;-31.0;33.0;7.0;6.0;12.0;10.0;6.0;-8.0;-9.0;-12.0;-86.0;-24.0;0.0;1.0;12:00:00;-1.0;ATT;PAL
SAS X CHV 12-02-2017;302 (87%);256 (85%);558 (86%);108 (72%);175 (77%);283 (75%);9;5;14;2;12;14;69%;57%;63%;31%;43%;37%;0;1;1;3;1;4;1;2;3;4;2;6;0;2;2;0;0;0;23;35;58;14;22;36;7;16;2;2;4;1;3;4;1;0;1;1;1;2;3;2;5;0;0;0;346;300;646;150;228;378;0;0;0;1;0;1;3;11;14;5;6;11;4;7;11;1;3;4;2;5;7;3;2;5;3;2;5;2;0;2;6;13;19;7;6;13;2;1;3;0;0;0;3.0;2017-02-12;-10.0;21.0;3.0;-31.0;-21.0;-17.0;-16.0;-13.0;-15.0;-5.0;16.0;-11.0;-10.0;-13.0;-44.0;-86.0;-52.0;75.0;16.0;46.0;39.0;17.0;23.0;-11.0;-4.0;-7.0;-11.0;59.0;49.0;29.0;12.0;8.0;-5.0;9.0;-100.0;-71.0;-49.0;-36.0;-28.0;-7.0;-5.0;-25.0;-21.0;-18.0;-47.0;-22.0;-35.0;-21.0;-14.0;-10.0;-11.0;-13.0;-10.0;-88.0;-54.0;-29.0;-14.0;-79.0;-49.0;-25.0;-17.0;-12.0;-15.0;-14.0;-8.0;-84.0;-50.0;-12.0;-33.0;-19.0;-11.0;1.0;5.0;7.0;29.0;17.0;65.0;38.0;-13.0;28.0;16.0;11.0;3.0;-24.0;-20.0;-19.0;-44.0;-29.0;-38.0;-12.0;-54.0;15.0;1.0;12:00:00;-1.0;CHV;SAS
TOR X PES 12-02-2017;151 (76%);180 (77%);331 (76%);293 (86%);235 (82%);528 (84%);8;5;13;11;6;17;37%;46%;42%;63%;54%;58%;0;2;2;4;1;5;0;5;5;5;2;7;0;0;0;2;0;2;37;22;59;29;25;54;12;20;3;1;4;1;2;3;;;;;;;4;2;6;0;0;0;200;235;435;339;288;627;;;;;;;1;6;7;8;5;13;0;2;2;2;3;5;1;4;5;6;3;9;0;3;3;4;2;6;1;8;9;12;7;19;2;1;3;1;0;1;3.0;2017-02-12;-10.0;83.0;43.0;31.0;3.0;8.0;-4.0;96.0;49.0;34.0;84.0;-3.0;94.0;100.0;88.0;53.0;34.0;24.0;39.0;25.0;11.0;7.0;82.0;5.0;2.0;-8.0;-5.0;-4.0;-4.0;-38.0;-17.0;35.0;18.0;54.0;15.0;9.0;2.0;13.0;4.0;-7.0;30.0;-23.0;-13.0;-7.0;-3.0;39.0;46.0;33.0;63.0;61.0;100.0;68.0;44.0;26.0;-22.0;-11.0;31.0;-3.0;-3.0;84.0;48.0;23.0;14.0;13.0;7.0;4.0;3.0;20.0;1.0;-1.0;-41.0;-23.0;-74.0;-79.0;-92.0;-100.0;-84.0;-16.0;8.0;-8.0;25.0;26.0;16.0;-102.0;-62.0;-46.0;-35.0;-24.0;-5.0;3.0;-6.0;5.0;5.0;12:00:00;1.0;PES;TOR
SAM X BGN 12-02-2017;135 (76%);96 (67%);231 (72%);234 (84%);230 (83%);464 (84%);6;7;13;6;4;10;39%;33%;36%;61%;67%;64%;1;0;1;2;4;6;2;2;4;2;9;11;;;;;;;29;23;52;26;21;47;14;12;1;2;3;0;1;1;1;1;2;0;0;0;2;0;2;1;2;3;178;144;322;277;278;555;;;;;;;4;3;7;5;8;13;3;4;7;4;4;8;1;1;2;1;4;5;1;2;3;2;5;7;5;5;10;7;12;19;2;2;4;0;2;2;1.0;2017-02-12;-3.0;-24.0;-20.0;-9.0;23.0;10.0;2.0;6.0;-16.0;38.0;-78.0;-53.0;-27.0;-12.0;-5.0;-5.0;7.0;4.0;2.0;6.0;10.0;23.0;-26.0;21.0;17.0;20.0;7.0;-3.0;-3.0;18.0;7.0;3.0;-6.0;-15.0;11.0;39.0;23.0;19.0;16.0;-3.0;40.0;-3.0;8.0;10.0;53.0;31.0;59.0;48.0;-33.0;5.0;5.0;10.0;8.0;11.0;55.0;38.0;13.0;67.0;40.0;49.0;26.0;20.0;14.0;13.0;31.0;62.0;39.0;15.0;1.0;-38.0;-31.0;-20.0;-40.0;-45.0;-46.0;-25.0;33.0;14.0;11.0;32.0;27.0;28.0;91.0;100.0;75.0;51.0;51.0;47.0;59.0;-8.0;3.0;-60.0;3.0;15:00:00;1.0;BGN;SAM
