game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
ARS X BOU 2017-09-09;291 (73%);464 (80%);18;18;42%;58%;;;;;0;4;;;3;10;;;;;;;;;48;51;10;14;6;2;1;0;;;;;0;4;401;583;;;6;11;5;4;2;9;1;6;;;7;17;1;0;0;2017-09-09;-10;15;12;46;33;46;29;58;33;50;33;-4;24;12;8;1;-2;6;7;51;100;62;-1;36;21;-21;-14;-11;-9;-10;6;45;34;2;27;28;9;4;-3;-3;20.0;-4;-4;3;-27;-3;-43;83;42;27;21;22;37;21;53;6;26;3;1;20;9;6;8;4;-6;-38;-23;100;-9;-25;-19;56;31;22;19;16;-21;45;56;43;24;12;7;-2;-40;-22;-11;-5;-46.0;29;-43.0;60.0;3;12:00:00;1;BOU;ARS
BHA X WBA 2017-09-09;377 (82%);363 (81%);24;15;52%;48%;;;;;3;3;;;6;2;;;;;;;;;49;38;4;9;3;2;;;;;;;1;1;461;448;;;5;3;6;3;3;6;7;9;;;12;12;0;2;1;2017-09-09;5;8;8;1;-4;14;6;3;2;36;25;10;20;17;47;51;31;14;12;3;-7;-16;38;-11;-8;-6;-4;-3;8;9;12;13;-12;28;-35;-14;-7;5;5;10;90.0;-13;-8;-6;74;19;37;19;8;1;-10;-12;-18;-23;-11;24;13;48;28;16;28;13;78;45;25;-32;-18;9;-19;-14;-11;-12;-9;-8;-7;-29;-21;-92;7;-58;-58;-31;-22;-11;-10;-8;-44;-66;-50.0;8;-40.0;-60.0;3;12:00:00;1;WBA;BHA
EVE X TOT 2017-09-09;367 (80%);375 (81%);15;12;50%;50%;;;;;3;6;;;3;7;;;;;;;;;52;47;14;14;1;3;;;;;;;3;4;458;464;;;10;10;6;5;6;1;5;2;;;15;12;1;3;3;2017-09-09;-10;32;22;13;9;-27;-15;-10;-19;-34;-17;-3;-8;-3;27;41;20;8;-5;2;-1;-94;-4;-54;-31;-7;8;16;21;26;18;33;13;-4;11;35;26;-71;-28;-21;-5.0;-84;-100;-81;-73;-5;-52;-30;-17;-7;-39;-19;-17;-56;-43;-27;-9;-56;-35;-20;-14;-11;-1;-3;6;38;58;37;-40;-7;-9;27;9;4;9;7;3;3;14;8;10;11;12;18;68;72;45;24;21.0;9;3.0;10.0;0;12:00:00;-1;TOT;EVE
LEI X CHE 2017-09-09;434 (83%);259 (75%);7;12;60%;40%;;;;;5;3;;;9;2;0;1;;;;;;;48;45;8;11;1;4;;;;;;;3;1;521;347;;;9;4;5;3;6;2;7;4;;;16;8;0;1;2;2017-09-09;-4;-30;-18;-6;-7;-8;-26;-19;-15;-13;-11;-47;-8;-39;-17;-14;-12;-11;-3;-8;-5;-4;-30;-3;-23;-26;-23;-26;-16;-19;-41;-18;-14;-20;-35;38;-71;-20;-13;-6;-25.0;-52;-37;-28;-23;-14;-20;-70;-52;-36;-26;-31;-9;5;-20;-7;-11;-4;-3;-3;75;52;55;7;-6;-7;-10;3;-8;-3;-2;-2;-1;-6;-4;-3;5;-6;-6;2;-19;-13;-11;6;-4;1;-44;-30;-17.0;-10;-12.0;-30.0;1;12:00:00;-1;CHE;LEI
SOU X WAT 2017-09-09;276 (72%);304 (72%);23;19;48%;52%;;;;;4;5;;;4;7;;;;;;;;;60;55;11;8;1;1;;;;;;;1;2;384;423;;;4;4;5;3;3;1;8;5;;;12;9;;;2;2017-09-09;0;-10;-16;-14;-13;-12;-12;10;5;6;7;6;8;-7;-2;-27;-22;-40;-20;-8;9;2;8;2;-1;-1;-1;-1;-1;5;-7;-9;-87;4;-47;-24;-35;-48;27;-4;-55.0;2;-4;-44;-21;2;-7;10;7;6;24;15;-45;-20;-36;26;-3;3;81;49;32;23;15;27;-72;-33;-13;-3;-1;-2;-6;-1;4;5;6;8;8;-12;-7;4;4;5;6;8;38;26;34;25;19.0;-9;-26.0;80.0;0;12:00:00;-1;WAT;SOU
STO X MUN 2017-09-09;490 (87%);252 (76%);16;13;64%;36%;;;;;5;1;;;11;5;;;;;;;;;44;51;10;10;3;7;;;;;;;4;1;564;332;;;11;6;5;4;8;5;7;4;;;18;10;;;2;2017-09-09;4;-15;-15;-15;-15;-14;-13;-12;-12;-8;-11;30;-12;-15;-16;-9;5;-38;-18;38;9;-42;22;43;8;-56;-36;-23;-27;-12;-11;-13;-10;44;-7;-7;-6;-5;58;37;-80.0;-42;-46;-29;-44;47;-43;-20;33;25;15;8;3;-16;-87;-93;21;-56;-35;-20;109;96;50;23;-45;-30;-44;3;26;3;-7;-7;-9;-15;-16;-54;-37;-1;-7;-5;-8;-36;-25;-14;-51;-38;-27;-23;-21.0;-11;-21.0;-15.0;2;14:30:00;0;MUN;STO
BUR X CRY 2017-09-10;342 (76%);160 (63%);17;23;65%;35%;;;;;13;0;;;13;3;;;;;;;;;60;62;14;7;1;3;;;;;;;1;8;450;254;;;12;3;6;2;4;2;11;1;;;23;4;1;1;0;2017-09-10;6;-13;30;11;-50;-30;-12;-4;11;-31;-37;9;-28;-23;-41;-50;-25;23;28;23;15;3;4;-1;5;7;11;7;-5;1;1;-3;-5;74;-5;-6;-7;-2;12;7;-65.0;-34;-19;-10;-11;-47;-11;-9;-15;-15;-15;-9;-6;-4;-7;-30;-7;-14;8;7;5;11;7;29;17;-25;-16;-36;-16;-24;-43;-53;-30;46;16;5;-7;4;-21;-47;-33;-24;-19;-17;-72;-17;-17;-37;-94.0;-21;-100.0;15.0;1;10:30:00;1;CRY;BUR
SWA X NEW 2017-09-10;240 (73%);424 (81%);16;21;39%;61%;;;;;5;1;;;5;7;;;;;;;;;53;62;15;11;3;7;;;;;;;0;1;329;525;;;7;7;3;5;8;4;9;3;;;16;10;3;2;1;2017-09-10;10;7;12;13;13;14;19;18;18;18;18;9;17;17;17;10;9;8;8;-22;-13;-6;39;-27;-20;-7;-31;-18;-100;-61;-36;-18;90;28;59;36;23;15;14;9;0.0;-42;-21;-13;-8;13;5;4;28;18;-24;-6;12;23;55;61;-32;57;92;73;39;21;20;12;11;11;16;-10;9;5;3;1;-40;-63;-77;-100;-71;-33;-8;-15;-12;-11;-2;-17;-26;-10;-1;35;55.0;8;38.0;90.0;0;13:00:00;-1;NEW;SWA
WES X HUD 2017-09-11;330 (77%);216 (69%);26;34;57%;43%;;;;;7;6;;;3;10;;;;;;;;;64;71;14;11;2;2;1;1;;;;;1;0;426;311;;;4;10;1;10;2;3;6;9;;;10;19;2;1;0;2017-09-11;-1;23;24;19;17;57;30;11;1;-5;-13;-1;-14;-20;-12;40;42;29;20;8;29;45;-1;51;36;47;23;9;6;-3;22;33;15;64;4;36;23;32;19;14;5.0;-3;3;23;15;35;1;-3;-10;-11;-51;-27;-12;38;17;16;19;38;15;-37;-17;-10;-12;-4;2;4;-28;7;-1;-8;-2;-4;73;44;24;36;99;51;1;33;-47;-74;-51;-35;-25;-11;-7;-13;-9.0;9;24.0;-5.0;2;17:00:00;1;HUD;WES
BOU X BHA 2017-09-15;290 (74%);573 (89%);17;23;38%;62%;;;;;2;7;;;4;6;;;;;;;;;53;63;12;5;1;0;1;0;;;;;1;1;390;647;;;5;5;5;5;2;3;4;10;;;9;15;;;1;2017-09-15;10;-28;38;13;7;4;4;1;5;8;10;11;11;42;25;21;5;42;22;13;7;4;16;-20;24;6;10;13;16;26;15;15;15;15;14;14;14;10;7;-4;0.0;2;2;1;1;6;2;-45;-50;-54;46;33;-81;-13;-31;-22;5;-16;-4;-4;-1;-1;5;1;-1;74;23;5;14;4;3;6;98;59;31;-25;-2;-7;5;27;14;11;17;1;2;1;-54;-26;-13.0;5;23.0;30.0;2;17:00:00;1;BHA;BOU
CRY X SOU 2017-09-16;404 (80%);311 (76%);20;20;55%;45%;;;;;5;2;;;5;5;;;;;;;;;56;57;13;14;3;3;;;;;;;1;0;503;410;;;8;10;4;9;4;3;5;4;;;13;14;1;5;1;2017-09-16;-4;-22;-19;-16;-45;-33;-14;-3;72;39;64;-5;38;-36;-53;-25;-12;26;8;3;-10;-5;37;26;17;31;14;3;-6;-4;-4;-3;-1;12;-1;5;-5;-6;-13;-12;-45.0;-6;24;6;10;8;64;32;15;8;3;-4;-3;-43;-32;-20;-7;-13;-7;-6;-8;15;-45;-16;-7;22;11;-81;36;22;45;28;19;12;7;2;6;3;-56;16;-30;-21;-13;-7;6;-17;-5;4;9.0;-28;3.0;-25.0;0;09:30:00;-1;SOU;CRY
HUD X LEI 2017-09-16;247 (72%);383 (79%);27;24;41%;59%;;;;;5;6;;;4;8;;;;;;;;;54;54;6;6;2;0;;;;;;;1;3;344;486;;;7;7;4;6;1;3;3;8;;;10;15;1;1;1;2017-09-16;-9;19;36;21;10;5;3;1;-1;5;2;-13;1;-2;4;10;29;50;35;51;30;17;-20;8;5;6;8;9;9;9;9;9;-6;-7;-1;-5;6;1;-55;-12;15.0;-7;75;41;22;18;11;-68;-33;76;23;9;5;-5;-11;-10;7;-10;-21;25;17;15;18;42;28;16;9;18;4;-10;10;-26;-19;-11;-1;-2;19;11;38;1;10;6;8;5;38;25;13;6;2.0;33;-2.0;-20.0;1;12:00:00;0;LEI;HUD
LIV X BUR 2017-09-16;183 (66%);581 (86%);15;8;29%;71%;;;;;0;12;;;2;12;;;;;;;;;35;36;9;7;8;2;0;1;;;;;5;1;277;676;;;4;18;1;14;4;9;1;17;;;5;35;2;1;1;2017-09-16;10;16;16;17;15;16;11;9;7;6;45;11;39;27;45;41;20;14;5;-4;-80;-44;47;-23;99;52;38;25;38;18;24;55;38;35;16;9;31;16;15;30;10.0;22;38;22;13;24;35;24;41;25;11;65;49;19;46;53;16;100;79;83;52;34;-23;-3;7;6;5;7;11;12;68;46;33;45;62;13;-34;24;33;6;-67;-71;-13;-9;51;37;31;47;29.0;22;59.0;65.0;1;12:00:00;0;BUR;LIV
NEW X STO 2017-09-16;304 (75%);207 (71%);22;23;58%;42%;;;;;2;5;;;5;7;;;;;;;;;59;64;11;13;1;3;;;;;;;1;2;405;291;;;7;8;7;6;4;3;6;6;;;13;14;1;3;1;2017-09-16;10;-15;-10;-6;-4;-2;-2;-7;-5;-4;-4;-6;84;53;76;45;6;-67;-42;32;3;9;-6;12;13;6;-4;2;21;13;3;37;20;-14;39;30;11;-8;-8;-3;0.0;21;7;-30;-20;-12;-12;-13;-8;-2;-6;-4;25;16;-78;-27;-12;-18;-40;-31;23;-33;-68;-40;-25;-19;98;-11;54;30;16;32;-28;-12;-11;-15;-19;-53;-5;-35;-19;-4;2;-5;-10;-11;-17;-45;-14.0;-21;8.0;-30.0;2;12:00:00;1;STO;NEW
WAT X MCI 2017-09-16;576 (90%);236 (76%);14;12;68%;32%;;;;;8;1;;;11;3;1;0;;;;;;;54;35;6;8;1;4;1;0;;;;;0;2;637;312;;;18;5;10;5;10;1;10;2;;;28;7;0;2;6;2017-09-16;-35;-43;-47;-34;-24;-14;-2;21;3;-6;-6;-28;-15;-55;-55;-60;-28;24;-7;-3;-83;-55;-24;-34;-20;-91;-54;-37;-27;-62;-33;-22;-90;-21;-60;-40;-56;-28;-6;-3;;5;4;1;5;-18;20;4;-8;-28;-22;-20;30;-36;-18;-26;-65;19;24;-37;-38;-100;-100;-87;-46;-22;-2;-50;3;1;-2;24;41;23;-27;-14;-5;-1;-64;-7;-8;-100;-72;-50;-35;-15;-56;-30;-90.0;-83;-51.0;5.0;0;12:00:00;-1;MCI;WAT
WBA X WES 2017-09-16;414 (85%);212 (73%);15;6;64%;36%;;;;;3;2;;;3;2;;;;;;;;;45;29;7;15;1;1;1;0;;;;;2;3;487;290;;;4;4;5;3;1;1;5;2;;;9;6;2;2;0;2017-09-16;10;-8;-5;-4;38;50;24;15;9;3;1;30;6;3;1;-11;-5;-2;1;1;-47;-59;18;-44;-31;-51;-30;-19;-23;-17;-47;-22;26;10;39;19;15;4;1;-8;-5.0;-2;-3;-30;-22;1;-17;-14;-12;-10;-10;-12;-13;-14;-15;-15;-5;-15;-3;6;12;-19;-8;-4;-13;-14;-12;-6;-12;-13;-5;2;-24;-21;-25;-23;-11;-2;-15;3;1;-1;4;1;-11;-6;-4;-3;38.0;-30;18.0;5.0;0;12:00:00;0;WES;WBA
TOT X SWA 2017-09-16;164 (64%);674 (89%);13;17;26%;74%;;;;;0;4;;;1;11;;;;;;;;;50;46;9;11;8;0;0;1;;;;;;;257;757;;;2;10;4;14;0;8;2;16;;;4;26;3;1;0;2017-09-16;-1;67;36;98;92;55;29;17;4;-1;35;-1;25;19;16;40;31;23;18;-25;-3;18;-1;10;8;8;7;5;5;9;11;13;60;-1;38;24;16;12;-23;-24;0.0;47;35;27;63;25;47;32;25;22;27;14;14;9;6;48;-23;100;100;82;61;45;78;100;100;100;71;-1;70;43;28;27;22;10;25;14;-31;-14;10;-8;-3;34;23;22;61;39;34;23;16.0;8;-7.0;85.0;0;14:30:00;0;SWA;TOT
CHE X ARS 2017-09-17;411 (79%);416 (78%);20;17;50%;50%;;;;;4;6;;;1;5;;;;;;;;;56;59;15;11;4;2;1;0;;;;;2;4;520;532;0;1;6;7;5;3;2;4;5;6;;;11;13;3;2;0;2017-09-17;13;9;8;6;7;8;8;-26;-20;-54;-34;1;-17;-52;-34;70;24;12;15;13;7;8;33;16;12;-33;-16;-10;-8;10;2;-48;-25;13;-22;-11;-39;-56;-40;-30;;-25;-19;44;24;6;12;6;8;-7;-4;9;2;-2;-2;-6;41;-2;33;21;15;2;-7;-12;-9;-7;-6;25;9;5;-3;2;3;-3;-3;23;18;7;11;65;35;20;16;14;13;27;31;4;-5.0;6;-6.0;5.0;0;10:30:00;0;ARS;CHE
MUN X EVE 2017-09-17;415 (81%);403 (85%);8;14;51%;49%;;;;;2;4;;;1;4;;;;;;;;;49;50;14;15;3;3;0;1;;;;;3;2;510;476;;;5;12;2;5;3;7;2;4;;;7;16;1;1;0;2017-09-17;10;11;11;16;3;-7;-9;6;1;1;1;8;-4;-26;-17;-7;-1;4;6;12;-14;-12;7;-9;-7;8;7;9;-6;4;-7;-9;30;10;78;49;38;1;42;-9;0.0;-5;-4;-48;-29;86;-17;-11;15;11;4;1;-2;14;4;-8;55;-5;-5;-6;-46;-24;18;24;8;1;-3;38;8;33;23;16;12;19;56;40;31;21;27;59;24;11;-8;73;36;14;11;13;8.0;21;85.0;5.0;4;13:00:00;1;EVE;MUN
WES X TOT 2017-09-23;293 (74%);261 (71%);22;16;52%;48%;;;2;1;3;1;;;3;4;;;;;;;;;60;60;20;10;2;2;2;0;;;;;5;6;394;367;1;0;7;6;7;5;5;4;8;4;;;15;10;4;4;3;2017-09-23;-7;39;18;5;2;-19;-5;-64;-38;-24;-19;-11;-1;-32;-20;-11;-20;-9;-35;-22;-14;-9;-10;-2;-1;-1;5;1;-5;-87;-61;-67;-78;-5;-39;-22;-88;-60;-31;-17;0.0;-8;-11;7;24;-7;19;11;10;9;12;11;10;10;-13;-11;-5;-5;-100;-59;-27;-35;-21;76;16;14;10;-1;61;30;20;41;31;25;14;12;39;24;2;60;37;23;13;9;3;7;9;85;50.0;2;49.0;40.0;2;09:30:00;-1;TOT;WES
BUR X HUD 2017-09-23;316 (76%);333 (73%);22;26;48%;52%;;;;;2;1;;;4;3;;;;;;;;;61;60;14;9;3;2;;;;;;;3;5;417;456;;;2;1;5;1;2;2;7;3;;;9;4;2;3;0;2017-09-23;-5;2;3;5;5;5;30;19;33;-25;-12;-2;-11;-29;-16;-5;33;13;3;-6;-18;-11;-5;-9;6;31;8;-13;-11;7;7;10;24;-2;17;12;9;-18;-6;-2;;3;2;-49;-25;-1;-13;-5;-1;-4;-5;-73;-40;44;15;13;5;16;13;8;41;20;8;8;-27;-11;9;-11;4;4;12;14;10;8;7;5;-63;-33;-5;-18;-8;-23;-7;-7;37;10;4;-4;-3.0;4;-4.0;-5.0;0;12:00:00;0;HUD;BUR
EVE X BOU 2017-09-23;321 (77%);334 (78%);14;15;50%;50%;;;;;2;4;;;6;4;;;;;;;;;49;46;11;12;0;3;0;1;;;;;1;3;415;426;;;3;9;2;5;4;3;5;3;;;8;12;1;3;1;2017-09-23;-7;32;15;10;27;23;11;-7;-1;-4;-5;-26;-4;-5;-5;-6;7;8;6;8;9;1;-17;-4;-5;-6;5;9;5;8;5;2;-1;-22;-1;-1;5;-29;-18;-1;-25.0;-1;-1;-1;-1;-14;-70;-42;-25;-15;-49;-24;-9;-16;-9;-3;24;-2;-27;-16;-27;-13;8;3;-3;-33;-21;46;-16;-23;37;-23;28;17;14;8;79;42;63;22;10;38;55;30;-18;-23;-18;33;13.0;41;-3.0;35.0;2;12:00:00;1;BOU;EVE
MCI X CRY 2017-09-23;205 (73%);656 (91%);10;10;29%;71%;;;;;3;9;;;2;8;;;;;;;;;46;35;7;6;4;0;2;0;;;;;1;0;281;724;;;2;21;2;7;0;9;3;4;;;5;25;1;3;0;2017-09-23;-10;3;26;23;37;22;13;44;23;14;11;-5;9;10;9;13;14;18;45;32;-20;-2;-3;4;4;4;7;38;23;14;4;43;17;3;8;6;5;31;25;22;100.0;32;50;24;21;28;20;11;3;76;52;63;45;14;-69;-38;36;137;100;63;72;42;21;35;27;20;17;22;16;8;5;4;3;2;2;11;37;27;13;100;65;63;36;31;17;15;12;13;12.0;8;87.0;-15.0;5;12:00:00;1;CRY;MCI
SOU X MUN 2017-09-23;288 (78%);453 (83%);18;6;40%;60%;;;;;2;4;;;4;8;;;;;;;;;50;41;9;12;3;3;;;;;;;2;3;368;544;;;6;8;3;6;4;4;3;6;;;9;14;4;1;1;2017-09-23;4;-16;46;28;-33;-3;5;15;6;6;3;5;-80;-87;-43;-24;42;19;11;33;-23;-8;6;-4;-1;-1;1;2;2;-47;-24;-23;-18;7;-8;3;7;-13;-1;3;0.0;11;2;4;5;6;46;35;29;20;15;9;8;7;50;36;-38;73;80;50;63;44;24;14;-38;-17;28;-21;56;37;29;21;15;10;16;14;14;38;-13;42;33;29;21;15;12;8;6;5;9.0;-29;7.0;-5.0;0;12:00:00;-1;MUN;SOU
STO X CHE 2017-09-23;466 (85%);319 (78%);11;7;56%;44%;;;;;0;4;;;0;5;;;;;;;;;56;41;14;5;2;0;;;;;;;1;0;547;407;;;6;7;3;7;4;2;1;6;;;7;13;2;2;4;2017-09-23;-3;2;22;16;13;5;1;5;6;-6;-5;-39;-2;-1;1;1;1;1;-5;6;-6;-5;-65;-7;-83;-52;-32;-21;13;3;3;-5;26;-38;14;3;-6;27;39;25;25.0;-4;-5;-6;-2;-21;4;-22;31;7;30;18;13;11;10;7;-11;7;37;14;11;10;34;24;62;38;24;-2;9;1;-1;27;11;48;31;20;12;-73;2;-39;-1;-24;-92;-52;-34;-25;-16;-36;-22.0;2;-44.0;;0;12:00:00;-1;CHE;STO
SWA X WAT 2017-09-23;340 (79%);323 (75%);29;23;50%;50%;;;;;2;4;;;4;5;;;;;;;;;65;68;16;9;2;2;;;;;;;3;0;433;429;;;4;8;2;3;4;3;4;2;;;8;10;3;1;2;2017-09-23;-4;-11;5;-2;-2;-76;-41;46;8;-34;-16;-6;-10;34;13;9;4;-28;-23;-19;-17;-9;-7;6;-4;-9;-8;-8;-9;10;-37;-16;-1;-8;6;2;4;-25;-5;39;-20.0;-2;4;4;6;-16;7;8;6;5;4;28;88;95;60;43;-42;24;10;3;47;28;17;11;47;25;15;-28;10;6;6;8;9;15;-18;-7;-2;3;-19;3;5;-6;-7;-25;34;5;-66;-25;-8.0;-14;6.0;-65.0;1;12:00:00;-1;WAT;SWA
LEI X LIV 2017-09-23;352 (72%);237 (66%);30;24;57%;43%;;;;;8;3;;;6;3;2;0;;;;;;;68;61;14;13;5;3;1;0;;;;;1;4;486;360;;;13;9;9;2;6;7;10;3;;;23;12;3;3;3;2017-09-23;-7;-8;-16;-22;-25;-42;-27;-73;-46;-60;43;-11;-25;31;5;1;-81;-50;-32;-37;-16;18;-13;2;-6;-7;-25;-56;-30;-13;9;1;3;-20;-1;4;3;-29;-13;-5;70.0;-1;105;61;-41;-16;-3;-2;-10;-1;1;-1;-52;-31;-85;-57;-12;-40;-19;-31;-18;-5;-2;-1;-6;-77;-46;67;75;67;35;36;21;52;-32;-13;-15;-16;28;-44;-36;-27;-83;-61;-37;-49;-26;-3;2.0;-18;-2.0;-5.0;2;14:30:00;-1;LIV;LEI
BHA X NEW 2017-09-24;365 (80%);339 (77%);21;33;52%;48%;2;0;2;0;5;2;;;8;2;;;;;;;;;51;62;8;6;2;5;1;0;;;;;0;1;458;438;;;9;5;7;2;5;3;8;2;;;17;7;1;2;0;2017-09-24;-1;8;-1;-21;-8;-6;-5;7;10;12;37;-2;26;23;27;-33;-11;-26;-18;-7;5;15;-67;12;-19;-40;-23;-13;-7;-4;4;7;-35;-37;-21;-16;-13;-12;-8;-8;;7;-24;-13;-7;-19;5;-1;76;50;39;27;26;46;43;25;59;14;8;2;-10;-5;-8;-4;-2;1;-30;26;-17;-10;-15;-13;-49;-32;-21;-19;-39;-27;28;-53;-33;-21;-12;-9;-34;-22;-82;-53;-46.0;17;-29.0;-70.0;1;13:00:00;1;NEW;BHA
ARS X WBA 2017-09-25;188 (69%);537 (87%);21;24;31%;69%;;;;;1;4;;;4;7;0;1;;;;;;;53;69;17;8;4;2;1;1;;;;;;;272;615;;;4;10;3;6;3;6;3;6;;;7;16;4;1;0;2017-09-25;10;10;10;35;-86;-32;-12;-1;7;25;18;13;90;58;78;50;34;19;16;11;11;11;15;11;11;11;6;6;6;31;45;18;-65;37;-61;-38;-25;-25;-10;-9;-45.0;-35;-20;-6;11;56;14;17;16;40;94;56;39;23;17;2;28;-3;6;8;10;12;13;8;24;94;56;23;29;44;23;6;-17;-1;36;24;20;18;20;16;22;23;45;93;62;43;56;40;22.0;17;56.0;0.0;2;17:00:00;1;WBA;ARS
HUD X TOT 2017-09-30;452 (81%);269 (73%);14;11;60%;40%;;;;;2;3;;;7;4;1;0;;;;;;;48;44;4;7;1;3;1;1;;;;;2;4;558;368;;;10;2;5;2;7;1;4;4;;;14;6;1;1;4;2017-09-30;-8;-73;-29;-16;-13;-3;14;10;-79;-43;-32;-11;-21;-13;-43;-26;-16;-85;-50;-26;-20;-15;-37;17;-37;-24;-13;-37;-17;-17;-14;-13;-10;-28;-12;-7;-30;-23;-20;-2;0.0;-25;-14;-7;-15;-11;-39;-32;-27;-24;-15;-8;-5;-4;-8;9;7;-2;-7;-25;-16;-12;-8;-7;7;8;-36;46;-13;-11;-11;-5;-44;-30;-21;-11;-10;-6;29;-7;-7;-8;-4;-2;6;3;-5;-41;-24.0;39;18.0;-40.0;0;09:30:00;-1;TOT;HUD
BOU X LEI 2017-09-30;221 (64%);436 (81%);27;24;40%;60%;;;;;3;5;;;5;7;0;1;;;;;;;61;60;10;6;4;1;0;1;;;;;3;1;347;540;;;2;10;4;10;1;4;6;9;;;8;19;0;1;0;2017-09-30;6;33;17;14;13;12;9;8;8;7;-4;8;8;6;3;-21;24;10;9;9;11;18;5;11;6;3;2;1;1;1;1;-5;-6;33;-3;-1;1;25;7;7;50.0;-24;-10;-5;22;22;6;6;4;3;4;6;7;48;32;23;46;17;6;-14;25;-21;-6;-3;-1;-7;7;30;13;15;9;31;19;36;46;88;71;53;21;30;17;6;-60;-21;13;8;37;20;4.0;43;-17.0;-25.0;0;12:00:00;0;LEI;BOU
MUN X CRY 2017-09-30;295 (78%);474 (84%);8;17;41%;59%;;;;;1;5;;;5;6;;;;;;;;;44;53;9;6;3;1;;;;;;;1;2;377;566;;;4;14;4;6;1;7;2;4;;;6;18;;;0;2017-09-30;-10;6;32;26;29;18;12;1;-2;6;7;-2;9;11;17;40;28;16;-41;-16;-14;-6;4;-21;-2;-10;6;-34;-11;88;46;26;16;79;10;1;56;79;100;83;5.0;-9;27;19;-12;50;74;43;22;11;6;-3;-3;-33;-27;58;34;23;12;8;1;-11;-3;-22;-14;-34;-24;18;-54;-24;27;21;32;22;6;-11;-4;-2;-19;2;2;64;44;23;15;10;78;48;25.0;-4;16.0;5.0;4;12:00:00;1;CRY;MUN
STO X SOU 2017-09-30;533 (86%);171 (65%);21;29;71%;29%;;;;;6;10;;;6;5;;;;;;;;;61;57;10;11;5;2;;;;;;;3;1;620;262;;;16;11;12;1;3;6;5;6;;;21;17;2;1;1;2017-09-30;10;-14;-16;-17;-46;-25;-22;35;12;4;-37;27;-26;-30;-17;-9;-68;-47;-34;-28;-24;-21;51;-23;35;6;-6;-6;-29;-27;-14;-6;12;25;-8;87;56;30;49;35;-55.0;-27;-17;-11;19;18;1;2;5;3;-11;-41;-24;-20;-52;-30;13;-69;-40;-29;-20;-17;-11;-12;-12;-12;-18;8;-22;-19;-18;-27;-36;-16;-65;-79;-46;-31;-13;-24;-10;20;4;-26;-53;70;15;4;-26.0;-12;21.0;-75.0;2;12:00:00;1;SOU;STO
WBA X WAT 2017-09-30;464 (84%);205 (69%);27;31;66%;34%;;;;;6;2;;;6;7;0;3;;;;;;;68;77;11;12;2;1;;;;;;;1;1;552;295;;;9;7;6;3;3;4;6;2;;;15;9;0;3;2;2017-09-30;-3;-20;-13;-9;-7;-5;-5;-5;-5;-1;31;-3;53;28;78;78;44;24;9;-1;-2;25;-4;13;13;21;13;-10;-27;-46;-32;-58;-71;-8;-42;-39;-60;-34;-18;-31;-15.0;-74;-49;-28;-15;-11;15;43;21;7;4;-25;-21;-10;8;-6;-12;-31;-23;-14;25;-21;-3;-10;-5;-11;-11;-14;-13;-18;-47;-24;64;54;52;32;18;5;-15;5;-2;-7;-10;-2;-3;-3;-3;-13;-9.0;-30;-7.0;-50.0;2;12:00:00;0;WAT;WBA
